0.003007, 0.120274, 50
0.016445, 0.268754, 50
0.043301, 0.537138, 50
0.083540, 0.804777, 50
0.137105, 1.071285, 50
0.203918, 1.336266, 50
0.283883, 1.599307, 50
0.376882, 1.859979, 50
0.482774, 2.117842, 50
0.601396, 2.372445, 50
0.732563, 2.623334, 50
0.876066, 2.870057, 50
1.031675, 3.112172, 50
1.199137, 3.349251, 50
1.378181, 3.580886, 50
1.568516, 3.806688, 50
1.769830, 4.026285, 50
1.981796, 4.239311, 50
2.204066, 4.445402, 50
2.436274, 4.644173, 50
2.674761, 4.769734, 50
2.910054, 4.705852, 50
3.133615, 4.471228, 50
3.343093, 4.189560, 50
3.538852, 3.915176, 50
3.721237, 3.647695, 50
3.890574, 3.386754, 50
4.047174, 3.131987, 50
4.191325, 2.883022, 50
4.323298, 2.639466, 50
4.443344, 2.400910, 50
4.551690, 2.166924, 50
4.648543, 1.937064, 50
4.734087, 1.710877, 50
4.808482, 1.487910, 50
4.871868, 1.267712, 50
4.924360, 1.049842, 50
4.966054, 0.833875, 50
4.997024, 0.619399, 50
5.017325, 0.406017, 50
5.027229, 0.198094, 50
5.029645, 0.048320, 50
5.029645, 0.000000, 50
