0.006150, 0.246003, 50
0.024600, 0.369004, 50
0.055351, 0.615007, 50
0.098401, 0.861010, 50
0.153752, 1.107013, 50
0.221403, 1.353015, 50
0.301353, 1.599018, 50
0.393605, 1.845021, 50
0.498156, 2.091024, 50
0.615007, 2.337027, 50
0.744159, 2.583030, 50
0.885610, 2.829032, 50
1.014990, 2.587596, 50
1.079499, 1.290176, 50
1.155504, 1.520101, 50
1.250269, 1.895298, 50
1.370658, 2.407794, 50
1.521947, 3.025767, 50
1.707822, 3.717500, 50
1.931316, 4.469878, 50
2.183625, 5.046183, 50
2.450599, 5.339477, 50
2.728081, 5.549648, 50
3.012589, 5.690156, 50
3.299188, 5.731983, 50
3.581275, 5.641730, 50
3.851558, 5.405678, 50
4.050358, 3.975997, 50
4.194027, 2.873368, 50
4.325395, 2.627366, 50
4.444463, 2.381363, 50
4.551231, 2.135360, 50
4.645699, 1.889357, 50
4.727867, 1.643354, 50
4.797734, 1.397351, 50
4.855302, 1.151349, 50
4.900569, 0.905346, 50
4.933536, 0.659343, 50
4.954203, 0.413340, 50
4.962570, 0.167337, 50
4.963678, 0.022168, 50
4.963678, 0.000000, 50
