0.006250, 0.250000, 50
0.025000, 0.375000, 50
0.056250, 0.625000, 50
0.100000, 0.875000, 50
0.156250, 1.125000, 50
0.225000, 1.375000, 50
0.306250, 1.625000, 50
0.400000, 1.875000, 50
0.506250, 2.125000, 50
0.625000, 2.375000, 50
0.756250, 2.625000, 50
0.900000, 2.875000, 50
1.056250, 3.125000, 50
1.225000, 3.375000, 50
1.406250, 3.625000, 50
1.600000, 3.875000, 50
1.806250, 4.125000, 50
2.025000, 4.375000, 50
2.256250, 4.625000, 50
2.500000, 4.875000, 50
2.756250, 5.125000, 50
3.025000, 5.375000, 50
3.306250, 5.625000, 50
3.600000, 5.875000, 50
3.906250, 6.125000, 50
4.225000, 6.375000, 50
4.556250, 6.625000, 50
4.900000, 6.875000, 50
5.256250, 7.125000, 50
5.625000, 7.375000, 50
6.006250, 7.625000, 50
6.400000, 7.875000, 50
6.800000, 8.000000, 50
7.200000, 8.000000, 50
7.600000, 8.000000, 50
8.000000, 8.000000, 50
8.400000, 8.000000, 50
8.800000, 8.000000, 50
9.200000, 8.000000, 50
9.600000, 8.000000, 50
10.000000, 8.000000, 50
10.400000, 8.000000, 50
10.800000, 8.000000, 50
11.200000, 8.000000, 50
11.600000, 8.000000, 50
12.000000, 8.000000, 50
12.400000, 8.000000, 50
12.800000, 8.000000, 50
13.200000, 8.000000, 50
13.600000, 8.000000, 50
14.000000, 8.000000, 50
14.423478, 8.469554, 50
14.991930, 11.369048, 50
15.566909, 11.499584, 50
16.126083, 11.183479, 50
16.653484, 10.548009, 50
17.144473, 9.819776, 50
17.601166, 9.133865, 50
18.023344, 8.443571, 50
18.407755, 7.688214, 50
18.753867, 6.922237, 50
19.062432, 6.171303, 50
19.333593, 5.423225, 50
19.568535, 4.698837, 50
19.771508, 4.059451, 50
19.950950, 3.588840, 50
20.117900, 3.339006, 50
20.282120, 3.284410, 50
20.497313, 4.303851, 50
20.758994, 5.233616, 50
21.008175, 4.983616, 50
21.244855, 4.733616, 50
21.469036, 4.483616, 50
21.680717, 4.233616, 50
21.879898, 3.983616, 50
22.066579, 3.733616, 50
22.240760, 3.483616, 50
22.402440, 3.233616, 50
22.551621, 2.983616, 50
22.688302, 2.733616, 50
22.812483, 2.483616, 50
22.924164, 2.233616, 50
23.023345, 1.983616, 50
23.110025, 1.733616, 50
23.184206, 1.483616, 50
23.245887, 1.233616, 50
23.295068, 0.983616, 50
23.331749, 0.733616, 50
23.355929, 0.483616, 50
23.367610, 0.233616, 50
23.370326, 0.054308, 50
23.370326, 0.000000, 50
