0.003028, 0.121126, 50
0.013622, 0.211868, 50
0.037431, 0.476194, 50
0.079671, 0.844804, 50
0.142815, 1.262867, 50
0.226586, 1.675424, 50
0.330592, 2.080114, 50
0.454295, 2.474074, 50
0.596983, 2.853758, 50
0.757720, 3.214734, 50
0.935295, 3.551507, 50
1.128170, 3.857498, 50
1.334445, 4.125492, 50
1.551906, 4.349231, 50
1.778275, 4.527369, 50
2.009792, 4.630334, 50
2.242709, 4.658345, 50
2.476073, 4.667281, 50
2.709309, 4.664722, 50
2.941898, 4.651772, 50
3.172736, 4.616766, 50
3.398008, 4.505442, 50
3.614091, 4.321652, 50
3.818689, 4.091962, 50
4.009623, 3.818679, 50
4.185039, 3.508333, 50
4.343445, 3.168111, 50
4.483668, 2.804459, 50
4.604804, 2.422728, 50
4.706165, 2.027224, 50
4.787235, 1.621395, 50
4.847637, 1.208028, 50
4.887456, 0.796391, 50
4.909528, 0.441446, 50
4.919077, 0.190970, 50
4.921378, 0.046017, 50
4.921378, 0.000000, 50
