0.003064, 0.122558, 50
0.015320, 0.245116, 50
0.042895, 0.551512, 50
0.091919, 0.980465, 50
0.165454, 1.470698, 50
0.263500, 1.960931, 50
0.386058, 2.451163, 50
0.533128, 2.941396, 50
0.704709, 3.431629, 50
0.900803, 3.921861, 50
1.121407, 4.412094, 50
1.366524, 4.902327, 50
1.636152, 5.392559, 50
1.930291, 5.882792, 50
2.248942, 6.373025, 50
2.592105, 6.863257, 50
2.959780, 7.353490, 50
3.351966, 7.843723, 50
3.765600, 8.272676, 50
4.194553, 8.579072, 50
4.632643, 8.761788, 50
5.054510, 8.437345, 50
5.360795, 6.125696, 50
5.598788, 4.759863, 50
5.751720, 3.058651, 50
5.842215, 1.809882, 50
5.935029, 1.856287, 50
6.070025, 2.699914, 50
6.241779, 3.435095, 50
6.431997, 3.804345, 50
6.626058, 3.881219, 50
6.814441, 3.767673, 50
6.991063, 3.532444, 50
7.151880, 3.216338, 50
7.294043, 2.843255, 50
7.415427, 2.427681, 50
7.514384, 1.979143, 50
7.589625, 1.504820, 50
7.640236, 1.012224, 50
7.668837, 0.572013, 50
7.681548, 0.254213, 50
7.684715, 0.063345, 50
7.684715, 0.000000, 50
